"x0.t" "x1.t" "x2.t" "x3.t" "x4.t" "x5.t" "x6.t" "x7.t"
-0.560475646552213 2.93629824475202 -0.682857393480987 2.64404170047186 -0.990804593903323 -2.69368460895003 -0.569696299928662 -2.3237246452613
-0.23017748948328 3.07025940291451 1.14764575866592 0.169346750337917 2.97266790807991 -1.29767218037555 -0.199317307475094 -0.014907206668492
1.55870831414912 1.25927231014292 -0.699621144653939 -1.71778362684109 -0.493468231509818 -1.33616796838361 -2.25566111662723 -0.234821878259079
0.070508391424576 1.30754941499571 0.79629241758336 -0.542813757935043 1.14873282330834 -3.2821571316538 -3.11326714890436 -0.532618526986907
0.129287735160946 0.0915905968087483 0.475881193549315 -2.24721535265769 0.0968256809412409 -3.62491551413531 -5.75794726421815 0.568902822645491
1.71506498688328 -0.384745590649946 -1.36812610423491 -1.74018399626717 0.109273755661079 -2.47383608495297 -3.8903871758914 1.60603685075351
0.460916205989202 0.627807211259646 2.54236489651342 -0.618145034680558 0.495591785450748 -1.54138466795972 -2.33157326640507 0.802155602286522
-1.26506123460653 -0.634647342683426 -1.68477950503091 1.7610675382497 -0.142359628538626 -1.25983868420273 0.0193329029692075 -1.96858797353232
-0.686852851893526 -0.240799623273683 1.52864561473692 -1.12949399901964 0.833164091363893 -0.701585904406315 0.781867899037463 -0.915883860758221
-0.445661970099958 0.235692340852597 -1.78315834292011 -0.846159802899202 0.56000544972725 -1.10237387227271 3.00605749410896 -0.511673075692709
1.22408179743946 0.243465842521707 1.26264908275356 2.19860160225711 -1.68495060471273 -1.11593855074159 2.3958799973184 -0.669787905751323
0.359813827057364 2.01696149585278 -0.636434461772406 1.5415113637732 -0.555496039788214 -1.59024294729988 2.51062332064006 -1.25331976090046
0.400771450594052 0.591221868106975 -1.5545666879805 0.734885296421043 -0.523260105073939 -2.57680157262927 2.04345235385178 -1.83324968940671
0.11068271594512 1.07910775592118 0.642131401546305 -0.593350701024358 -0.506029911744436 -2.43736270234713 2.17502340455193 -2.53017628656652
-0.555841134754075 0.774355637286277 0.0722864910687658 0.536991164618256 1.06534441689131 -1.47439597220751 0.467415877788921 -2.59515750928534
1.78691313680308 0.358652265995097 -0.352310979206788 -0.00124194441030123 1.48707465971151 -1.80175939770121 1.92905291836454 -0.294219118827644
0.497850478229239 0.751013046648459 -0.518678762118833 -0.0138358341666004 -0.921762849017332 -3.51385800966702 2.43033342479909 -0.583690506199869
-1.96661715662964 -0.419590153365163 -0.220751521439924 0.958448639604138 0.541465945918372 -4.76802291689693 1.648065966775 -0.726849538910025
0.701355901563686 -1.64912303921054 0.412350249565983 1.39834954468688 -1.1697435418572 -6.43043130797846 -0.180679219352822 -0.152773710501643
-0.472791407727934 -1.81377930685185 -1.96471258450029 0.264444125659642 -0.557060869349517 -6.215449653763 -2.40138308535556 0.735662545531751
-1.06782370598685 0.300733704273967 2.44299930818244 -1.05822477316782 0.298481149498609 -4.31018064154748 -4.62572511049215 -1.38270811120551
-0.217974914658295 0.296351738031693 -4.1233341209819 -0.162713538569409 -0.188910304418129 -1.29535410590667 -6.30785682335028 0.0807792752065255
-1.02600444830724 0.568515788653241 2.79532777446996 0.547346406564106 -0.680440215365655 -0.849854179008458 -5.67942609409766 0.567715902916329
-0.72889122929114 0.264965993245053 -3.02344469854946 1.61854647841372 -1.25744055153111 -1.68925818483065 -3.17061211420417 1.72673801462083
-0.625039267849257 0.682465526549868 1.17015554929115 1.58459811158787 -0.31176014452227 -1.74343803635936 -1.17904843845581 -0.0663592394617067
-1.68669331074241 -0.405707121777251 -2.01403177954587 0.533159582056503 0.0525031595008053 -1.22227267487319 -2.07870825274388 -0.798185470376521
0.837787044494525 0.83334476914684 1.8613027772423 0.958491875393566 0.562237903450311 -1.63361663345552 -1.93707730295523 -1.0024348535514
0.153373117836515 1.25138107555882 -1.60881625300972 0.130488059369595 -0.875813550574281 -0.856570115729365 0.00705848697110012 0.257695902997574
-1.13813693701195 0.194652037755354 0.986200369954916 0.658085643668886 0.586758581021502 -0.50734594492111 1.79798903367952 -0.806955146251482
1.25381492106993 0.210274876016275 -3.10972407154579 -0.148164086838313 -1.16383747628709 0.351480322470328 3.99867277505391 -1.19519558839575
0.426464221476814 0.884551520312143 1.16345854574085 -0.479885911716399 -0.546110346412296 -0.756931704558194 4.49879417885326 -0.246613300125434
-0.295071482992271 1.26537219830432 -1.06207394905538 -1.43632786651443 0.450378510402648 -1.74531101331275 0.50970805604478 1.40266523394028
0.895125661045022 2.49423177452034 -0.028375993768757 -1.11902735268351 -0.692514401757916 -1.14781487892576 -0.545484937173401 0.220150885880591
0.878133487533042 1.38239766472142 -0.774068135296003 -1.3708037245767 -0.779595251023529 -1.20297798896264 -0.645371507492801 1.12557282169426
0.821581081637487 2.22205474726753 1.6687952212345 -1.48585544987896 -0.0473319735671218 -1.7363837156166 -2.2745405981128 0.634970916193702
0.688640254100091 2.81419180775524 -1.15944782847026 -1.94264340603873 0.0354351146745338 -2.31405329449612 -2.60275234940376 0.266308981420801
0.553917653537589 2.08887031430134 -0.11628635886256 -2.04558418995192 0.934482398003754 -2.13046248482166 -2.88536605136702 0.466249881972895
-0.0619117105767217 0.695169558619186 -0.375666927912166 -1.28786277385328 -0.233385668842752 -0.380019204490885 -2.86480321612184 1.33778618188802
-0.305962663739917 -0.533009543989168 0.0156300607788636 -0.0661588749594603 -1.70078780186938 -0.570935459402254 -1.81234667070808 0.211885579229817
-0.380471001012383 0.0313793227536367 -0.692799229858194 -0.138302407695331 -0.655837873909293 -1.17033129339081 -1.62075860500061 0.608368001508737
-0.694706978920513 -0.0460232755179851 -0.409814226608009 -1.23429280594111 -0.630470288424145 -1.47823397477743 -1.8718875450371 -0.560638180634675
-0.207917278019599 1.74228404643706 0.276047299286013 0.606639606316717 -0.932327445365227 -0.0589240771284896 -3.05472546479624 0.425229600589884
